date,cum_vacs,cum_vacs_pfizer,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_pfizer_third_dose,cum_vacs_moderna,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_moderna_third_dose,cum_vacs_astrazeneca,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,cum_vacs_astrazeneca_third_dose,cum_vacs_jj,cum_vacs_jj_first_dose,cum_vacs_jj_second_dose,cum_vacs_jj_third_dose,cum_vacs_first_dose_all,cum_vacs_second_dose_all,cum_vacs_third_dose_all,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,new_vacs_third_dose_all,dosen_vollstaendig_differenz_zum_vortag,dosen_erst_unvollstaendig_differenz_zum_vortag,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,personen_auffrisch_kumulativ,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_pfizer_third_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_moderna_third_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_astrazeneca_third_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-07-17,86586492,64096945,34630301,29466130,514,7918087,4120936,3796917,234,12313289,9210553,3102700,36,2258171,2257978,0,193,50219768,36365747,977,273161,90340,182809,12,201377,71772,50219768,38623918,977,0.60393,0.46448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175514,55005,120502,7,63405,15866,47537,2,15671,901,14770,0,3,0,0,0,0,0,0,4148637,3326461,490275,202689,132
2021-07-18,86787188,64233079,34681125,29551435,519,7959849,4130350,3829265,234,12324763,9210833,3113894,36,2269497,2269304,0,193,50291612,36494594,982,200696,71844,128847,5,140173,60518,50291612,38764091,982,0.60479,0.46617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136134,50824,85305,5,41762,9414,32348,0,11474,280,11194,0,0,0,0,0,0,0,0,4120740,3316461,468176,203869,132
2021-07-19,87170541,64531640,34759375,29771732,533,8010509,4143424,3866848,237,12344578,9212180,3132362,36,2283814,2283611,0,203,50398590,36770942,1009,383353,106978,276348,27,290655,92671,50398590,39054756,1009,0.60608,0.46966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298561,78250,220297,14,50660,13074,37583,3,19815,1347,18468,0,10,0,0,0,0,0,0,4034710,3262692,439993,199602,139
2021-07-20,87780361,65056861,34868555,30187745,561,8058799,4159288,3899272,239,12366542,9214717,3151789,36,2298159,2297955,0,204,50540515,37238806,1040,609820,141925,467864,31,482208,127581,50540515,39536965,1040,0.60779,0.47546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525221,109180,416013,28,48290,15864,32424,2,21964,2537,19427,0,1,0,0,0,0,0,0,3880353,3155867,410934,186816,140
2021-07-21,88538687,65732429,35010203,30721656,570,8104813,4172436,3932137,240,12389358,9216320,3173002,36,2312087,2311883,0,204,50710842,37826795,1050,758326,170327,587989,10,601917,156399,50710842,40138882,1050,0.60983,0.4827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675568,141648,533911,9,46014,13148,32865,1,22816,1603,21213,0,0,0,0,0,0,0,0,3659391,2994411,385128,162378,39
2021-07-22,89163158,66280960,35121262,31159111,587,8148216,4182678,3965295,243,12408246,9217720,3190490,36,2325736,2325528,0,208,50847188,38314896,1074,624471,136346,488101,24,501746,122701,50847188,40640632,1074,0.61147,0.48873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548531,111059,437455,17,43403,10242,33158,3,18888,1400,17488,0,4,0,0,0,0,0,0,3512751,2903892,357773,142646,36
2021-07-23,89736941,66775513,35224654,31550255,604,8190485,4192759,3997479,247,12426832,9219072,3207721,39,2344111,2343900,0,211,50980385,38755455,1101,573783,133197,440559,27,458931,114825,50980385,41099566,1101,0.61308,0.49425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494553,103392,391144,17,42269,10081,32184,4,18586,1352,17231,3,3,0,0,0,0,0,0,3423610,2854082,335803,129214,21
2021-07-24,89949494,66930548,35269977,31659950,621,8228063,4200141,4027671,251,12434581,9219840,3214702,39,2356302,2355875,0,427,51045833,38902323,1338,212553,65448,146868,237,158843,53473,51045833,41258625,1338,0.61386,0.49617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155035,45323,109695,17,37578,7382,30192,4,7749,768,6981,0,216,0,0,0,0,0,0,3363002,2833603,309976,121292,234
2021-07-25,90074340,67014683,35296018,31718039,626,8259574,4206493,4052830,251,12437861,9219954,3217868,39,2362222,2361785,0,437,51084250,38988737,1353,124846,38417,86414,15,92324,32507,51084250,41350959,1353,0.61433,0.49728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84135,26041,58089,5,31511,6352,25159,0,3280,114,3166,0,10,0,0,0,0,0,0,3287152,2781604,299725,113098,244
2021-07-26,90414515,67291241,35357731,31932868,642,8299584,4216286,4083047,251,12450287,9221138,3229110,39,2373403,2372964,0,439,51168119,39245025,1371,340175,83869,256288,18,267467,72690,51168119,41618428,1371,0.61533,0.50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276558,61713,214829,16,40010,9793,30217,0,12426,1184,11242,0,2,0,0,0,0,0,0,3243974,2759601,289075,105709,236
2021-07-27,90970525,67772006,35446830,32324492,684,8341882,4225145,4116469,268,12470213,9222456,3247718,39,2386424,2385982,0,442,51280413,39688679,1433,556010,112294,443654,62,456672,99276,51280413,42075103,1433,0.61668,0.50598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480765,89099,391624,42,42298,8859,33422,17,19926,1318,18608,0,3,0,0,0,0,0,0,3190164,2715145,283083,103671,238
2021-07-28,91664492,68381755,35559443,32821512,800,8388895,4234778,4153833,284,12493581,9223693,3269848,40,2400261,2399804,0,457,51417718,40245193,1581,693967,137305,556514,148,570336,123483,51417718,42645454,1581,0.61834,0.51284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609749,112613,497020,116,47013,9633,37364,16,23368,1237,22130,1,15,0,0,0,0,0,0,3125805,2649326,284082,104223,253
2021-07-29,92245333,68884297,35655070,33228324,903,8432506,4244279,4187920,307,12513456,9224935,3288481,40,2415074,2414601,0,473,51538885,40704725,1723,580841,121167,459532,142,474329,106370,51538885,43119799,1723,0.61979,0.51855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502542,95627,406812,103,43611,9501,34087,23,19875,1242,18633,0,16,0,0,0,0,0,0,3082175,2603337,284290,105210,265
2021-07-30,92745504,69305478,35740210,33564201,1067,8478098,4253671,4224098,329,12530642,9226016,3304586,40,2431286,2430771,0,515,51650668,41092885,1951,500171,111783,388160,228,404330,95613,51650668,43524171,1951,0.62114,0.52341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421181,85140,335877,164,45592,9392,36178,22,17186,1081,16105,0,42,0,0,0,0,0,0,3008563,2529965,287613,103810,304
2021-07-31,92941384,69446720,35781725,33663764,1231,8514199,4259999,4253850,350,12536661,9226174,3310447,40,2443804,2443275,0,529,51711173,41228061,2150,195880,60505,135176,199,147680,48001,51711173,43671865,2150,0.62186,0.52519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141242,41515,99563,164,36101,6328,29752,21,6019,158,5861,0,14,0,0,0,0,0,0,2991890,2516172,286136,102080,102
2021-08-01,93058979,69530923,35808577,33720973,1373,8539354,4264256,4274719,379,12538983,9226257,3312686,40,2449719,2449190,0,529,51748280,41308378,2321,117595,37107,80317,171,86232,31192,51748280,43758097,2321,0.62231,0.52622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84203,26852,57209,142,25155,4257,20869,29,2322,83,2239,0,0,0,0,0,0,0,0,2984639,2516240,279780,101122,92
2021-08-02,93354262,69772266,35862389,33908371,1506,8572859,4269533,4302926,400,12548116,9226839,3321237,40,2461021,2460487,0,534,51819248,41532534,2480,295283,70968,224156,159,235453,59671,51819248,43993555,2480,0.62316,0.52905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241343,53812,187398,133,33505,5277,28207,21,9133,582,8551,0,5,0,0,0,0,0,0,2939747,2481025,273275,97829,95
2021-08-03,93818509,70172652,35934311,34236638,1703,8611418,4274604,4336383,431,12560070,9227578,3332452,40,2474369,2473833,0,536,51910326,41905473,2710,464247,91078,372939,230,386285,77732,51910326,44379842,2710,0.62426,0.5337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400386,71922,328267,197,38559,5071,33457,31,11954,739,11215,0,2,0,0,0,0,0,0,2847984,2400646,269536,89857,94
2021-08-04,94394554,70687809,36026685,34659232,1892,8648134,4280624,4367003,507,12571351,9228079,3343232,40,2487260,2486718,0,542,52022106,42369467,2981,576045,111780,463994,271,476879,98895,52022106,44856727,2981,0.6256,0.53943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515157,92374,422594,189,36716,6020,30620,76,11281,501,10780,0,6,0,0,0,0,0,0,2730062,2306054,259239,77770,85
2021-08-05,94915035,71145948,36107234,35036647,2067,8687989,4285980,4401462,547,12579354,9228693,3350621,40,2501744,2501192,0,552,52123099,42788730,3206,520481,100993,419263,225,433737,86519,52123099,45290474,3206,0.62682,0.54465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458139,80549,377415,175,39855,5356,34459,40,8003,614,7389,0,10,0,0,0,0,0,0,2669702,2261651,255483,65898,79
2021-08-06,95357993,71530343,36182819,35345236,2288,8723929,4291849,4431499,581,12586686,9229125,3357520,41,2517035,2516481,0,554,52220274,43134255,3464,442958,97175,345525,258,360814,81886,52220274,45651290,3464,0.62799,0.54899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384395,75585,308589,221,35940,5869,30037,34,7332,432,6899,1,2,0,0,0,0,0,0,2612489,2224865,245831,56044,39
2021-08-07,95544275,71669897,36219513,35447945,2439,8755862,4296636,4458609,617,12588230,9229205,3358984,41,2530286,2529490,0,796,52274844,43265538,3893,186282,54570,131283,429,144292,41561,52274844,45795824,3893,0.62864,0.55073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139554,36694,102709,151,31933,4787,27110,36,1544,80,1464,0,242,0,0,0,0,0,0,2602891,2223177,241663,51569,267
2021-08-08,95660616,71759481,36240453,35516469,2559,8777693,4299450,4477604,639,12589149,9229247,3359861,41,2534293,2533495,0,798,52302645,43353934,4037,116341,27801,88396,144,92401,23796,52302645,45888227,4037,0.62898,0.55184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89584,20940,68524,120,21831,2814,18995,22,919,42,877,0,2,0,0,0,0,0,0,2601637,2228558,238339,50166,269
2021-08-09,95956829,71999683,36287712,35709165,2806,8819340,4304115,4514550,675,12594485,9229555,3364889,41,2543321,2542513,0,808,52363895,43588604,4330,296213,61250,234670,293,243688,52232,52363895,46131925,4330,0.62971,0.55477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240202,47259,192696,247,41647,4665,36946,36,5336,308,5028,0,10,0,0,0,0,0,0,2602567,2227417,246481,46369,274
2021-08-10,96388720,72369597,36357045,36009571,2981,8862072,4309205,4552163,704,12602364,9230126,3372197,41,2554687,2553875,0,812,52450251,43933931,4538,431891,86356,345327,208,356689,74994,52450251,46488618,4538,0.63075,0.55906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369914,69333,300406,175,42732,5090,37613,29,7879,571,7308,0,4,0,0,0,0,0,0,2570211,2196945,250654,42294,276
2021-08-11,96934000,72842098,36454032,36384813,3253,8909360,4317176,4591430,754,12612076,9230799,3381236,41,2570466,2569651,0,815,52571658,44357479,4863,545280,121407,423548,325,439324,105631,52571658,46927945,4863,0.63221,0.56434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472501,96987,375242,272,47288,7971,39267,50,9712,673,9039,0,3,0,0,0,0,0,0,2539446,2154289,261226,40725,273
2021-08-12,97409089,73253015,36547865,36701562,3588,8947765,4324077,4622905,783,12619059,9231311,3387707,41,2589250,2588429,0,821,52691682,44712174,5233,475089,120024,354695,370,373473,101246,52691682,47301424,5233,0.63366,0.56883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410917,93833,316749,335,38405,6901,31475,29,6983,512,6471,0,6,0,0,0,0,0,0,2494054,2107067,259776,39705,269
2021-08-13,97834715,73611202,36636263,36970992,3947,8988977,4331389,4656765,823,12625587,9231792,3393754,41,2608949,2608117,0,832,52807561,45021511,5643,425626,115879,309337,410,329025,96191,52807561,47630460,5643,0.63505,0.57279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358187,88398,269430,359,41212,7312,33860,40,6528,481,6047,0,11,0,0,0,0,0,0,2476722,2080859,265048,38901,278
2021-08-14,98030705,73757795,36682720,37070884,4191,9021357,4336469,4684038,850,12626961,9231865,3395055,41,2624592,2623734,0,858,52874788,45149977,5940,195990,67227,128466,297,144083,51610,52874788,47774569,5940,0.63586,0.57452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146593,46457,99892,244,32380,5080,27273,27,1374,73,1301,0,26,0,0,0,0,0,0,2486430,2087898,265495,38731,62
2021-08-15,98149193,73847223,36710459,37132403,4361,9042217,4339824,4701531,862,12627647,9231892,3395714,41,2632106,2631244,0,862,52913419,45229648,6126,118488,38631,79671,186,87181,31121,52913419,47861754,6126,0.63632,0.57557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89428,27739,61519,170,20860,3355,17493,12,686,27,659,0,4,0,0,0,0,0,0,2488577,2087742,264524,38498,64
2021-08-16,98415811,74064115,36773198,37286338,4579,9075410,4346161,4728370,879,12630484,9232169,3398274,41,2645802,2644936,0,866,52996464,45412982,6365,266618,83045,183334,239,197026,69353,52996464,48058784,6365,0.63732,0.57794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216892,62739,153935,218,33193,6337,26839,17,2837,277,2560,0,4,0,0,0,0,0,0,2458982,2064432,256070,35999,58
2021-08-17,98778399,74375766,36866101,37504852,4813,9105151,4351214,4753043,894,12636270,9232765,3403464,41,2661212,2660325,0,887,53110405,45661359,6635,362588,113941,248377,270,263766,98552,53110405,48322571,6635,0.63869,0.58111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311651,92903,218514,234,29741,5053,24673,15,5786,596,5190,0,21,0,0,0,0,0,0,2389679,2006169,243079,33906,75
2021-08-18,99202554,74745246,36978704,37761419,5123,9135519,4357241,4777374,904,12642325,9233159,3409125,41,2679464,2678561,0,903,53247665,45947918,6971,424155,137260,286559,336,304795,119024,53247665,48627382,6971,0.64034,0.58478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369480,112603,256567,310,30368,6027,24331,10,6055,394,5661,0,16,0,0,0,0,0,0,2268554,1903148,226159,30249,88
2021-08-19,99537781,75031439,37075594,37950411,5434,9161850,4362634,4798243,973,12646871,9233729,3413101,41,2697621,2696718,0,903,53368675,46161755,7351,335227,121010,213837,380,231994,102853,53368675,48859376,7351,0.6418,0.58757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286193,96890,188992,311,26331,5393,20869,69,4546,570,3976,0,0,0,0,0,0,0,0,2128692,1778424,214085,27812,82
2021-08-20,99880941,75323881,37180153,38137858,5870,9185805,4368416,4816401,988,12652044,9234367,3417635,42,2719211,2718306,0,905,53501242,46371894,7805,343160,132567,210139,454,231727,110979,53501242,49091105,7805,0.64339,0.59036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292442,104559,187447,436,23955,5782,18158,15,5173,638,4534,1,2,0,0,0,0,0,0,2046226,1712679,196828,26457,73
2021-08-21,100037639,75444618,37235099,38203312,6207,9206907,4372849,4833049,1009,12652769,9234428,3418299,42,2733345,2732436,0,909,53574812,46454660,8167,156698,73570,82766,362,96896,59440,53574812,49188005,8167,0.64428,0.59152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120737,54946,65454,337,21102,4433,16648,21,725,61,664,0,4,0,0,0,0,0,0,2006934,1686823,185550,25808,51
2021-08-22,100132000,75517243,37266798,38243898,6547,9222422,4375339,4846062,1021,12653048,9234457,3418549,42,2739287,2738377,0,910,53614971,46508509,8520,94361,40159,53849,353,59790,34218,53614971,49247796,8520,0.64476,0.59224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72625,31699,40586,340,15515,2490,13013,12,279,29,250,0,1,0,0,0,0,0,0,1982807,1670020,180205,25401,48
2021-08-23,100365312,75704135,37339908,38357369,6858,9251564,4380239,4870279,1046,12656672,9234758,3421871,43,2752941,2752025,0,916,53706930,46649519,8863,233312,91959,141010,343,154658,78311,53706930,49402460,8863,0.64587,0.5941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186892,73110,113471,311,29142,4900,24217,25,3624,301,3322,1,6,0,0,0,0,0,0,1949501,1640020,176154,26188,50
2021-08-24,100663631,75956398,37440292,38508894,7212,9277424,4384805,4891554,1065,12660546,9235441,3425062,43,2769263,2768227,0,1036,53828765,46825510,9356,298319,121835,175991,493,192193,105633,53828765,49594773,9356,0.64733,0.59641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252263,100384,151525,354,25860,4566,21275,19,3874,683,3191,0,120,0,0,0,0,0,0,1885232,1580632,172273,24276,149
2021-08-25,101006489,76252403,37557597,38687064,7742,9302333,4390109,4911142,1082,12664295,9236136,3428116,43,2787458,2786419,0,1039,53970261,47026322,9906,342858,141496,200812,550,219004,123304,53970261,49813780,9906,0.64903,0.59905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296005,117305,178170,530,24909,5304,19588,17,3749,695,3054,0,3,0,0,0,0,0,0,1803935,1507157,166814,21970,136
2021-08-26,101307601,76510055,37668075,38833787,8193,9324469,4394737,4928600,1132,12667437,9236589,3430805,43,2805640,2804492,0,1148,54103893,47193192,10516,301112,133632,166870,610,184943,115559,54103893,49998832,10516,0.65064,0.60127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257652,110478,146723,451,22136,4628,17458,50,3142,453,2689,0,109,0,0,0,0,0,0,1769820,1478616,162619,20566,245
2021-08-27,101561166,76720072,37758524,38952222,9326,9346871,4399701,4945954,1216,12669936,9236841,3433051,44,2824287,2823115,0,1172,54218181,47331227,11758,253565,114288,138035,1242,156658,95665,54218181,50155514,11758,0.65201,0.60316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210017,90449,118435,1133,22402,4964,17354,84,2499,252,2246,1,24,0,0,0,0,0,0,1680225,1396191,161066,17892,267
2021-08-28,101698807,76826959,37811219,39005657,10083,9362219,4402951,4958005,1263,12670471,9236879,3433547,45,2839158,2837970,0,1188,54289019,47397209,12579,137641,70838,65982,821,80837,55983,54289019,50236367,12579,0.65287,0.60413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106887,52695,53435,757,15348,3250,12051,47,535,38,496,1,16,0,0,0,0,0,0,1661168,1382341,155312,17702,279
2021-08-29,101784258,76897385,37840579,39046030,10776,9370633,4404741,4964573,1319,12670626,9236892,3433689,45,2845614,2844400,0,1214,54326612,47444292,13354,85451,37593,47083,775,53513,31163,54326612,50289906,13354,0.65332,0.60477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70426,29360,40373,693,8414,1790,6568,56,155,13,142,0,26,0,0,0,0,0,0,1652258,1380142,148211,17578,304
2021-08-30,101976632,77057908,37908935,39136077,12896,9387767,4408199,4978213,1355,12672516,9237054,3435417,45,2858441,2857225,0,1216,54411413,47549707,15512,192374,84801,105415,2158,118240,71976,54411413,50408148,15512,0.65434,0.60619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160523,68356,90047,2120,17134,3458,13640,36,1890,162,1728,0,2,0,0,0,0,0,0,1611320,1353773,136203,15844,300
2021-08-31,102220209,77269922,38002968,39250504,16450,9403589,4411370,4990810,1409,12674177,9237321,3436811,45,2872521,2871250,0,1271,54522909,47678125,19175,243577,111496,128418,3663,142443,97471,54522909,50550646,19175,0.65568,0.60791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212014,94033,114427,3554,15822,3171,12597,54,1661,267,1394,0,55,0,0,0,0,0,0,1556578,1313524,126165,13631,235
2021-09-01,102516459,77533063,38110502,39391205,31356,9419300,4414111,5002990,2199,12676620,9237954,3438620,46,2887476,2886198,0,1278,54648765,47832815,34879,296250,125856,154690,15704,169638,110908,54648765,50720291,34879,0.65719,0.60995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263141,107534,140701,14906,15711,2741,12180,790,2443,633,1809,1,7,0,0,0,0,0,0,1509970,1280660,116967,12325,239
2021-09-02,102774645,77761959,38206300,39507891,47768,9432347,4416562,5012744,3041,12678566,9238411,3440108,47,2901773,2900447,0,1326,54761720,47960743,52182,258186,112955,127928,17303,142177,98706,54761720,50862516,52182,0.65855,0.61166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228896,95798,116686,16412,13047,2451,9754,842,1946,457,1488,1,48,0,0,0,0,0,0,1467044,1251904,107878,11129,178
2021-09-03,103022267,77980601,38295909,39621258,63434,9444580,4418792,5022029,3759,12680360,9238665,3441648,47,2916726,2915395,0,1331,54868761,48084935,68571,247622,107041,124192,16389,139140,92093,54868761,51001661,68571,0.65984,0.61333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218642,89609,113367,15666,12233,2230,9285,718,1794,254,1540,0,5,0,0,0,0,0,0,1461101,1260529,97709,10424,159
2021-09-04,103130492,78070096,38333296,39669108,67692,9453113,4420274,5028682,4157,12680690,9238679,3441963,48,2926593,2925258,0,1335,54917507,48139753,73232,108225,48746,54818,4661,64681,38883,54917507,51066346,73232,0.66042,0.61411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89495,37387,47850,4258,8533,1482,6653,398,330,14,315,1,4,0,0,0,0,0,0,1431685,1243137,90894,10219,147
2021-09-05,103195259,78123790,38355689,39697335,70766,9458806,4421191,5033195,4420,12680870,9238694,3442128,48,2931793,2930454,0,1339,54946028,48172658,76573,64767,28521,32905,3341,38101,23325,54946028,51104451,76573,0.66077,0.61457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53694,22393,28227,3074,5693,917,4513,263,180,15,165,0,4,0,0,0,0,0,0,1411001,1226405,88173,10244,125
2021-09-06,103350716,78258921,38408681,39765491,84749,9468542,4423210,5039706,5626,12682711,9239336,3443321,54,2940542,2939203,0,1339,55010430,48248518,91768,155457,64402,75860,15195,84609,55653,55010430,51189060,91768,0.66154,0.61559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135131,52992,68156,13983,9736,2019,6511,1206,1841,642,1193,6,0,0,0,0,0,0,0,1374084,1201013,80775,10195,123
2021-09-07,103574381,78460421,38488201,39865701,106519,9477818,4424923,5046136,6759,12684670,9240034,3444581,55,2951472,2950118,0,1354,55103276,48356418,114687,223665,92846,107900,22919,118815,81931,55103276,51307890,114687,0.66266,0.61701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201500,79520,100210,21770,9276,1713,6430,1133,1959,698,1260,1,15,0,0,0,0,0,0,1354172,1190499,74229,10493,83
2021-09-08,103835506,78695788,38578775,39985060,131953,9489969,4426868,5054725,8376,12685966,9240227,3445684,55,2963783,2962406,0,1377,55208276,48485469,141761,261125,105000,129051,27074,141339,92712,55208276,51449252,141761,0.66392,0.61871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235367,90574,119359,25434,12151,1945,8589,1617,1296,193,1103,0,23,0,0,0,0,0,0,1319047,1162725,70669,9346,99
2021-09-09,104091694,78926123,38667561,40099653,158909,9501419,4428493,5062777,10149,12687121,9240455,3446608,58,2977031,2975637,0,1394,55312146,48609038,170510,256188,103870,123569,28749,136800,90639,55312146,51586069,170510,0.66517,0.62036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230335,88786,114593,26956,11450,1625,8052,1773,1155,228,924,3,17,0,0,0,0,0,0,1317049,1164164,69072,8555,68
2021-09-10,104319869,79124973,38739723,40205926,179324,9513904,4430454,5071868,11582,12688426,9240647,3447721,58,2992566,2991136,0,1430,55401960,48725515,192394,228175,89814,116477,21884,131976,74315,55401960,51718081,192394,0.66625,0.62195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198850,72162,106273,20415,12485,1961,9091,1433,1305,192,1113,0,36,0,0,0,0,0,0,1297602,1144372,69324,8066,99
2021-09-11,104430489,79215658,38771141,40259519,184998,9522720,4432109,5078515,12096,12688600,9240683,3447859,58,3003511,3002070,0,1441,55446003,48785893,198593,110620,44043,60378,6199,71312,33109,55446003,51789404,198593,0.66678,0.62281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90685,31418,53593,5674,8816,1655,6647,514,174,36,138,0,11,0,0,0,0,0,0,1299997,1145562,69607,7910,106
2021-09-12,104495308,79269949,38788892,40291826,189231,9527859,4433036,5082395,12428,12688678,9240693,3447926,59,3008822,3007376,0,1446,55469997,48822147,203164,64819,23994,36254,4571,41560,18688,55469997,51830969,203164,0.66707,0.62331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54291,17751,32307,4233,5139,927,3880,332,78,10,67,1,5,0,0,0,0,0,0,1300049,1146159,69053,7808,107
2021-09-13,104662500,79414346,38838557,40366744,209045,9538005,4435376,5088947,13682,12689645,9240821,3448764,60,3020504,3019046,0,1458,55533800,48904455,224245,167192,63803,82308,21081,93978,52133,55533800,51924959,224245,0.66783,0.62444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144397,49665,74918,19814,10146,2340,6552,1254,967,128,838,1,12,0,0,0,0,0,0,1311784,1155425,69463,6934,119
2021-09-14,104899988,79628898,38915904,40471434,241560,9546342,4437745,5094245,14352,12691513,9241629,3449822,62,3033235,3031773,0,1462,55627051,49015501,257436,237488,93251,111046,33191,123773,80524,55627051,52048736,257436,0.66896,0.62592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214552,77347,104690,32515,8337,2369,5298,670,1868,808,1058,2,4,0,0,0,0,0,0,1325607,1168477,68524,6843,108
2021-09-15,105184574,79886444,39003598,40601237,281609,9557692,4440359,5101895,15438,12692762,9241778,3450916,68,3047676,3046185,0,1491,55731920,49154048,298606,284586,104869,138547,41170,152959,90457,55731920,52201724,298606,0.67022,0.62776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257546,87694,129803,40049,11350,2614,7650,1086,1249,149,1094,6,29,0,0,0,0,0,0,1349068,1190656,67723,6796,114
2021-09-16,105461132,80136436,39091775,40721779,322882,9567624,4442877,5108305,16442,12694321,9242235,3452018,68,3062751,3061254,0,1497,55838141,49282102,340889,276558,106221,128054,42283,143123,91152,55838141,52344853,340889,0.67149,0.62949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249992,88177,120542,41273,9932,2518,6410,1004,1559,457,1102,0,6,0,0,0,0,0,0,1369438,1210313,66205,7200,103
