date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,dosen_dim_kumulativ,dosen_kbv_kumulativ,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2021-04-12,18825320,413979,337467,76512,13879913,1030868,3914539,13674218,5151102,0.164,0.062,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17741334,1083986,277885,28313,107781,0,0,0,0,3444497,2545853,208613,690031
2021-04-13,19395136,569816,496553,73263,14308266,1057401,4029469,14170771,5224365,0.17,0.063,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18115020,1280116,428353,26533,114930,0,0,0,0,3636678,2716337,202117,718224
2021-04-14,20167342,772206,688872,83334,14925192,1089905,4152245,14859643,5307699,0.179,0.064,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18513429,1653913,616926,32504,122776,0,0,0,0,3733220,2792448,199031,741741
2021-04-15,20843268,675926,606153,69773,15456148,1125828,4261292,15465796,5377472,0.186,0.065,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18893726,1949542,530956,35923,109047,0,0,0,0,3680229,2753175,199895,727159
2021-04-16,21432545,589277,514688,74589,15891494,1156012,4385039,15980484,5452061,0.192,0.066,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19288164,2144381,435346,30184,123747,0,0,0,0,3647036,2701012,194669,751355
2021-04-17,21788878,356333,301625,54708,16112121,1176191,4500566,16282109,5506769,0.196,0.066,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19622693,2166185,220627,20179,115527,0,0,0,0,3635672,2676445,191673,767554
2021-04-18,22051055,262177,223706,38471,16281251,1189199,4580605,16505815,5545240,0.198,0.067,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19880259,2170796,169130,13008,80039,0,0,0,0,3639714,2679223,186644,773847
2021-04-19,22445080,394025,334457,59568,16568310,1219709,4657061,16840272,5604808,0.202,0.067,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,20229953,2215127,287059,30510,76456,0,0,0,0,3619760,2688397,188841,742522
2021-04-20,22993309,548229,488546,59683,16942216,1255939,4795154,17328818,5664491,0.208,0.068,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,20583731,2409578,373906,36230,138093,0,0,0,0,3598173,2633950,198538,765685
2021-04-21,23698085,704776,635269,69507,17387543,1292357,5018185,17964087,5733998,0.216,0.069,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,20949359,2748726,445327,36418,223031,0,0,0,0,3530743,2462351,202452,865940
2021-04-22,24311753,613668,551245,62423,17757839,1325421,5228493,18515332,5796421,0.223,0.07,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,21295768,3015985,370296,33064,210308,0,0,0,0,3468485,2301691,199593,967201
2021-04-23,24836908,525155,462564,62591,18093104,1359863,5383941,18977896,5859012,0.228,0.07,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,21652728,3184180,335265,34442,155448,0,0,0,0,3404363,2201610,203851,998902
2021-04-24,25180157,343249,288573,54676,18320801,1396718,5462638,19266469,5913688,0.232,0.071,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,21979066,3201091,227697,36855,78697,0,0,0,0,3391279,2208680,220527,962072
2021-04-25,25446941,266784,220229,46555,18501881,1422978,5522082,19486698,5960243,0.234,0.072,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22240036,3206905,181080,26260,59444,0,0,0,0,3395886,2220630,233779,941477
